場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,日付S,所属,種牡馬名,母名,現馬主名,馬番/仮番(出馬表モード時のみ)
栗東,C,右,20260610,水,7:44,ベルシュヴァル,,牝,3,400,中村直也,,,,,,,74.4,53.9,35.4,17.1,,,,,,20.5,18.5,18.3,17.1,2026.6.10,栗東,ベンバトル,シュヴァリエ,ノルマンディーサラブレッドレーシング,
栗東,C,右,20260611,木,5:33,ベルシュヴァル,,牝,3,400,中村直也,,144.2,124.9,105.2,86.8,70.0,54.7,39.5,24.7,12.1,19.3,19.7,18.4,16.8,15.3,15.2,14.8,12.6,12.1,2026.6.11,栗東,ベンバトル,シュヴァリエ,ノルマンディーサラブレッドレーシング,
栗東,C,右,20260610,水,7:40,ステラクラウン,,牝,5,900,上村洋行,,,,,130.0,103.1,79.2,56.4,35.9,17.9,,,,26.9,23.9,22.8,20.5,18.0,17.9,2026.6.10,栗東,ルーラーシップ,レッドステラーノ,下河辺牧場,
栗東,C,右,20260611,木,6:21,ステラクラウン,,牝,5,900,上村洋行,,,,,,,187.2,142.3,97.2,50.5,,,,,,44.9,45.1,46.7,50.5,2026.6.11,栗東,ルーラーシップ,レッドステラーノ,下河辺牧場,
栗東,C,右,20260611,木,6:25,ステラクラウン,,牝,5,900,上村洋行,,240.4,190.1,148.4,120.1,95.9,73.4,52.8,33.8,17.2,50.3,41.7,28.3,24.2,22.5,20.6,19.0,16.6,17.2,2026.6.11,栗東,ルーラーシップ,レッドステラーノ,下河辺牧場,
栗東,C,右,20260613,土,6:44,ステラクラウン,,牝,5,900,上村洋行,,,,,,,201.5,150.3,100.2,48.9,,,,,,51.2,50.1,51.3,48.9,2026.6.13,栗東,ルーラーシップ,レッドステラーノ,下河辺牧場,
栗東,C,右,20260613,土,6:50,ステラクラウン,,牝,5,900,上村洋行,,348.4,304.1,253.5,207.3,158.9,120.0,87.9,58.0,29.1,44.3,50.6,46.2,48.4,38.9,32.1,29.9,28.9,29.1,2026.6.13,栗東,ルーラーシップ,レッドステラーノ,下河辺牧場,
栗東,C,右,20260613,土,6:54,ステラクラウン,,牝,5,900,上村洋行,,224.6,197.2,168.4,140.7,115.9,90.9,65.6,41.9,20.8,27.4,28.8,27.7,24.8,25.0,25.3,23.7,21.1,20.8,2026.6.13,栗東,ルーラーシップ,レッドステラーノ,下河辺牧場,
栗東,C,右,20260617,水,8:19,ロードガレリア,,牡,4,1500,藤岡健一,,143.7,124.7,103.9,83.6,68.2,53.3,38.1,23.9,12.0,19.0,20.8,20.3,15.4,14.9,15.2,14.2,11.9,12.0,2026.6.17,栗東,フィエールマン,エトワールブリエ,ロードホースクラブ,
栗東,C,右,20260611,木,7:50,ダノンカゼルタ,,セ,4,900,寺島良,,,,,,,59.0,41.9,26.7,13.3,,,,,,17.1,15.2,13.4,13.3,2026.6.11,栗東,サートゥルナーリア,カゼルタ,ダノックス,
栗東,C,右,20260617,水,5:33,ダノンカゼルタ,,セ,4,900,寺島良,,,,,,,52.3,37.2,22.9,11.4,,,,,,15.1,14.3,11.5,11.4,2026.6.17,栗東,サートゥルナーリア,カゼルタ,ダノックス,
栗東,C,右,20260610,水,5:30,ミカエルパシャ,,牡,5,900,橋口慎介,,170.7,135.4,106.6,81.8,64.6,50.5,36.7,23.4,12.0,35.3,28.8,24.8,17.2,14.1,13.8,13.3,11.4,12.0,2026.6.10,栗東,エピファネイア,ピースオブラヴ,迫田三果子,
栗東,C,左,20260614,日,5:28,ミカエルパシャ,,牡,5,900,橋口慎介,,176.1,140.4,114.8,90.9,70.2,52.2,37.6,24.0,12.0,35.7,25.6,23.9,20.7,18.0,14.6,13.6,12.0,12.0,2026.6.14,栗東,エピファネイア,ピースオブラヴ,迫田三果子,
栗東,C,右,20260618,木,5:32,ミカエルパシャ,,牡,5,900,橋口慎介,,,,,87.3,66.9,51.6,37.5,23.8,11.9,,,,20.4,15.3,14.1,13.7,11.9,11.9,2026.6.18,栗東,エピファネイア,ピースオブラヴ,迫田三果子,
栗東,C,右,20260617,水,6:50,カリーニョ,,牡,5,900,杉山晴紀,,137.0,118.4,99.7,82.7,67.6,52.7,37.7,23.9,12.1,18.6,18.7,17.0,15.1,14.9,15.0,13.8,11.8,12.1,2026.6.17,栗東,ドゥラメンテ,ジェラシー,近藤英子,
栗東,C,右,20260617,水,8:46,エコテーラー,,牝,5,1000,石橋守,,145.9,125.7,106.5,88.2,70.1,54.2,38.6,23.7,11.6,20.2,19.2,18.3,18.1,15.9,15.6,14.9,12.1,11.6,2026.6.17,栗東,スワーヴリチャード,ジョウノカーラ,中西浩一,
栗東,C,右,20260617,水,5:50,メイショウシナノ,,牡,6,1500,大橋勇樹,,140.5,120.6,101.3,83.3,68.1,53.3,37.7,23.3,11.7,19.9,19.3,18.0,15.2,14.8,15.6,14.4,11.6,11.7,2026.6.17,栗東,サトノダイヤモンド,アルボナンザ,松本好隆,
栗東,C,右,20260611,木,5:58,ヒロノラメール,,牡,5,1500,宮地貴稔,,197.0,155.1,112.2,80.3,64.1,50.0,36.2,23.2,11.5,41.9,42.9,31.9,16.2,14.1,13.8,13.0,11.7,11.5,2026.6.11,栗東,キズナ,トウシンハンター,高原将浩,
栗東,C,右,20260610,水,6:45,アカデミア,,牡,4,1500,杉山晴紀,,138.6,119.2,99.9,82.8,67.4,52.6,37.5,23.0,11.5,19.4,19.3,17.1,15.4,14.8,15.1,14.5,11.5,11.5,2026.6.10,栗東,キズナ,ロクセラーナ,近藤英子,
美浦,D,左,20260610,水,6:29,ロフティストーリー,,牝,4,1500,久保田貴,,,,,80.9,65.4,50.6,37.0,23.9,11.9,,,,15.5,14.8,13.6,13.1,12.0,11.9,2026.6.10,美浦,マインドユアビスケッツ,ロフティーエイム,G1レーシング,
美浦,D,右,20260614,日,4:47,ロフティストーリー,,牝,4,1500,久保田貴,,,,,90.0,72.2,56.2,40.9,26.0,12.1,,,,17.8,16.0,15.3,14.9,13.9,12.1,2026.6.14,美浦,マインドユアビスケッツ,ロフティーエイム,G1レーシング,
栗東,C,左,20260614,日,4:41,レヴァンテシチー,,牡,4,1500,柴田卓,,161.8,137.5,113.0,90.4,70.5,52.9,38.5,24.5,11.9,24.3,24.5,22.6,19.9,17.6,14.4,14.0,12.6,11.9,2026.6.14,栗東,ルヴァンスレーヴ,ビヴァレッジクイーン,友駿ホースクラブ,
栗東,C,右,20260611,木,6:09,ウィンターダフネ,,牝,6,1500,橋田宜長,,140.4,120.1,100.3,82.5,67.6,53.0,37.9,24.0,12.0,20.3,19.8,17.8,14.9,14.6,15.1,13.9,12.0,12.0,2026.6.11,栗東,ブラックタイド,ウィンターコスモス,金子真人ホールディングス,
栗東,C,右,20260610,水,6:09,メイショウシンタケ,,牡,8,3800,千田輝彦,,,,,,,54.3,37.9,23.4,11.4,,,,,,16.4,14.5,12.0,11.4,2026.6.10,栗東,ワールドエース,アドマイヤビアン,松本好隆,
栗東,C,右,20260617,水,6:09,メイショウシンタケ,,牡,8,3800,千田輝彦,,,,,,,52.4,37.0,23.2,11.6,,,,,,15.4,13.8,11.6,11.6,2026.6.17,栗東,ワールドエース,アドマイヤビアン,松本好隆,
栗東,C,左,20260614,日,4:45,ファーヴェント,,牡,5,3250,藤原英昭,,239.6,220.9,202.0,165.9,72.7,54.1,38.1,23.6,11.4,18.7,18.9,36.1,93.2,18.6,16.0,14.5,12.2,11.4,2026.6.14,栗東,ハーツクライ,トータルヒート,キャロットファーム,
美浦,D,左,20260610,水,8:23,サイルーン,,セ,7,4600,堀宣行,,,,,80.5,64.2,49.9,35.1,22.4,11.2,,,,16.3,14.3,14.8,12.7,11.2,11.2,2026.6.10,美浦,ディープインパクト,ハウオリ,金子真人ホールディングス,
美浦,D,左,20260617,水,8:22,サイルーン,,セ,7,4600,堀宣行,,,,,83.9,67.3,52.1,37.6,23.8,11.5,,,,16.6,15.2,14.5,13.8,12.3,11.5,2026.6.17,美浦,ディープインパクト,ハウオリ,金子真人ホールディングス,
美浦,D,右,20260609,火,6:15,ファンダム,,牡,4,3650,辻哲英,,,,,112.7,90.5,69.7,50.6,32.8,15.8,,,,22.2,20.8,19.1,17.8,17.0,15.8,2026.6.9,美浦,サートゥルナーリア,ファナティック,キャロットファーム,
美浦,D,左,20260610,水,8:31,ファンダム,,牡,4,3650,辻哲英,,,,,116.9,94.8,74.5,55.2,35.9,17.2,,,,22.1,20.3,19.3,19.3,18.7,17.2,2026.6.10,美浦,サートゥルナーリア,ファナティック,キャロットファーム,
美浦,D,左,20260611,木,5:51,ファンダム,,牡,4,3650,辻哲英,,,,,81.6,65.1,50.8,36.9,23.7,11.5,,,,16.5,14.3,13.9,13.2,12.2,11.5,2026.6.11,美浦,サートゥルナーリア,ファナティック,キャロットファーム,
美浦,D,右,20260613,土,4:54,ファンダム,,牡,4,3650,辻哲英,,,,,112.0,90.7,71.7,52.4,34.0,16.8,,,,21.3,19.0,19.3,18.4,17.2,16.8,2026.6.13,美浦,サートゥルナーリア,ファナティック,キャロットファーム,
美浦,D,右,20260614,日,6:24,ファンダム,,牡,4,3650,辻哲英,,,,,91.7,73.7,57.3,42.1,26.9,13.1,,,,18.0,16.4,15.2,15.2,13.8,13.1,2026.6.14,美浦,サートゥルナーリア,ファナティック,キャロットファーム,
美浦,D,右,20260616,火,7:24,ファンダム,,牡,4,3650,辻哲英,,,,,116.9,95.6,74.4,54.8,36.0,17.7,,,,21.3,21.2,19.6,18.8,18.3,17.7,2026.6.16,美浦,サートゥルナーリア,ファナティック,キャロットファーム,
美浦,D,左,20260617,水,6:35,ファンダム,,牡,4,3650,辻哲英,,,,,84.3,67.8,53.3,38.6,24.7,11.8,,,,16.5,14.5,14.7,13.9,12.9,11.8,2026.6.17,美浦,サートゥルナーリア,ファナティック,キャロットファーム,
栗東,C,右,20260610,水,6:45,エルトンバローズ,,牡,6,11900,杉山晴紀,,134.9,116.8,98.3,81.5,66.5,51.6,36.7,22.7,11.4,18.1,18.5,16.8,15.0,14.9,14.9,14.0,11.3,11.4,2026.6.10,栗東,ディープブリランテ,ショウナンカラット,猪熊広次,
美浦,D,左,20260611,木,5:32,エコロアルバ,,牡,3,2000,田村康仁,,,,,82.2,65.1,50.1,36.3,23.2,11.2,,,,17.1,15.0,13.8,13.1,12.0,11.2,2026.6.11,美浦,モズアスコット,スターアクトレス,原村正紀,
美浦,D,左,20260617,水,5:32,エコロアルバ,,牡,3,2000,田村康仁,,,,,82.5,65.9,51.2,37.0,23.9,11.4,,,,16.6,14.7,14.2,13.1,12.5,11.4,2026.6.17,美浦,モズアスコット,スターアクトレス,原村正紀,
美浦,D,左,20260610,水,8:25,メタルスピード,,牡,6,2400,斎藤誠,,,,,83.0,66.5,51.4,37.0,23.7,11.2,,,,16.5,15.1,14.4,13.3,12.5,11.2,2026.6.10,美浦,シルバーステート,マイビビアーヌ,"Him Rock Racingホールディングス",
美浦,D,左,20260617,水,5:44,メタルスピード,,牡,6,2400,斎藤誠,,,,,85.4,68.5,53.3,38.8,25.0,11.6,,,,16.9,15.2,14.5,13.8,13.4,11.6,2026.6.17,美浦,シルバーステート,マイビビアーヌ,"Him Rock Racingホールディングス",
栗東,C,右,20260611,木,5:46,ミニトランザット,,牡,4,2400,杉山佳明,,,,,87.4,70.9,56.0,38.7,23.2,11.1,,,,16.5,14.9,17.3,15.5,12.1,11.1,2026.6.11,栗東,エピファネイア,イチオクノホシ,谷掛龍夫,
栗東,C,右,20260620,土,4:46,ミニトランザット,,牡,4,2400,杉山佳明,,,,,,,64.3,46.6,29.8,14.6,,,,,,17.7,16.8,15.2,14.6,2026.6.20,栗東,エピファネイア,イチオクノホシ,谷掛龍夫,
栗東,C,左,20260609,火,7:41,ショウナンアデイブ,,牡,7,3250,高野友和,,172.5,148.0,126.9,107.4,88.6,69.6,50.7,32.9,16.0,24.5,21.1,19.5,18.8,19.0,18.9,17.8,16.9,16.0,2026.6.9,栗東,ディープインパクト,シーヴ,国本哲秀,
栗東,C,右,20260613,土,5:41,ショウナンアデイブ,,牡,7,3250,高野友和,,178.9,154.1,132.7,112.8,93.8,74.6,54.5,35.6,18.0,24.8,21.4,19.9,19.0,19.2,20.1,18.9,17.6,18.0,2026.6.13,栗東,ディープインパクト,シーヴ,国本哲秀,
栗東,C,左,20260616,火,5:44,ショウナンアデイブ,,牡,7,3250,高野友和,,184.9,161.1,137.8,116.0,94.8,73.9,54.2,35.6,17.4,23.8,23.3,21.8,21.2,20.9,19.7,18.6,18.2,17.4,2026.6.16,栗東,ディープインパクト,シーヴ,国本哲秀,
美浦,D,左,20260617,水,5:31,ソウルアンドジャズ,,セ,5,900,武井亮,,,,,81.7,65.3,50.7,36.6,23.4,11.4,,,,16.4,14.6,14.1,13.2,12.0,11.4,2026.6.17,美浦,ブリックスアンドモルタル,ナスノシベリウス,グリーンファーム,
栗東,C,右,20260610,水,8:16,ジーニアスバローズ,,セ,6,900,辻野泰之,,,,,88.7,72.4,56.5,40.2,24.5,11.9,,,,16.3,15.9,16.3,15.7,12.6,11.9,2026.6.10,栗東,ハーツクライ,スカイノダン,猪熊広次,
栗東,C,右,20260610,水,5:41,フラッシング,,牡,5,900,牧浦充徳,,141.6,121.1,101.2,83.9,68.6,54.4,39.4,25.2,12.6,20.5,19.9,17.3,15.3,14.2,15.0,14.2,12.6,12.6,2026.6.10,栗東,ドレフォン,プントバンコ,マークス,
栗東,C,右,20260613,土,5:07,フラッシング,,牡,5,900,牧浦充徳,,,,,,,72.8,53.0,34.6,17.2,,,,,,19.8,18.4,17.4,17.2,2026.6.13,栗東,ドレフォン,プントバンコ,マークス,
栗東,C,左,20260609,火,5:30,エンマ,,牡,4,900,武英智,,160.9,140.1,121.2,103.2,86.2,68.5,51.0,33.2,16.4,20.8,18.9,18.0,17.0,17.7,17.5,17.8,16.8,16.4,2026.6.9,栗東,バゴ,ウェルノーテッド,村木慎吾,
栗東,C,右,20260613,土,5:23,エンマ,,牡,4,900,武英智,,146.4,123.3,101.9,82.9,67.1,52.0,36.6,23.4,11.9,23.1,21.4,19.0,15.8,15.1,15.4,13.2,11.5,11.9,2026.6.13,栗東,バゴ,ウェルノーテッド,村木慎吾,
栗東,C,左,20260616,火,6:12,エンマ,,牡,4,900,武英智,,151.6,131.2,113.4,96.7,80.6,64.4,47.5,31.0,15.6,20.4,17.8,16.7,16.1,16.2,16.9,16.5,15.4,15.6,2026.6.16,栗東,バゴ,ウェルノーテッド,村木慎吾,
栗東,C,右,20260617,水,6:11,エンマ,,牡,4,900,武英智,,152.4,131.7,108.4,87.8,70.3,54.1,38.0,23.3,11.7,20.7,23.3,20.6,17.5,16.2,16.1,14.7,11.6,11.7,2026.6.17,栗東,バゴ,ウェルノーテッド,村木慎吾,
栗東,C,右,20260610,水,8:52,ダディーズトリップ,,牡,10,900,千田輝彦,,,,,87.5,69.9,53.9,37.9,23.7,11.7,,,,17.6,16.0,16.0,14.2,12.0,11.7,2026.6.10,栗東,ドリームジャーニー,ヴードゥーレディ,田島大史,
栗東,C,右,20260617,水,8:49,ダディーズトリップ,,牡,10,900,千田輝彦,,142.9,122.4,103.3,85.6,69.4,53.9,38.1,23.4,11.6,20.5,19.1,17.7,16.2,15.5,15.8,14.7,11.8,11.6,2026.6.17,栗東,ドリームジャーニー,ヴードゥーレディ,田島大史,
栗東,C,右,20260611,木,6:53,ハッピーダンチャン,,牡,4,900,小椋研介,,140.3,121.9,101.5,82.1,66.3,51.7,36.9,23.0,11.3,18.4,20.4,19.4,15.8,14.6,14.8,13.9,11.7,11.3,2026.6.11,栗東,ダンカーク,ハッピーエム,三宅勝俊,
栗東,C,左,20260609,火,6:02,タガノアバンドーネ,,牡,3,1500,角田晃一,,,,,,86.1,66.8,49.0,32.1,16.1,,,,,19.3,17.8,16.9,16.0,16.1,2026.6.9,栗東,モズアスコット,タガノディーバ,八木昌司,
栗東,C,左,20260609,火,6:04,タガノアバンドーネ,,牡,3,1500,角田晃一,,157.1,138.8,120.7,103.6,87.1,69.6,51.6,33.4,16.4,18.3,18.1,17.1,16.5,17.5,18.0,18.2,17.0,16.4,2026.6.9,栗東,モズアスコット,タガノディーバ,八木昌司,
栗東,C,左,20260609,火,6:21,キャプテンシー,,牡,5,1600,松永幹夫,,,,,,94.7,73.0,53.1,34.4,16.9,,,,,21.7,19.9,18.7,17.5,16.9,2026.6.9,栗東,モーリス,アドマイヤリード,サンデーレーシング,
栗東,C,右,20260610,水,6:07,キャプテンシー,,牡,5,1600,松永幹夫,,,,,,,75.5,54.7,34.9,16.9,,,,,,20.8,19.8,18.0,16.9,2026.6.10,栗東,モーリス,アドマイヤリード,サンデーレーシング,
栗東,C,右,20260611,木,6:51,キャプテンシー,,牡,5,1600,松永幹夫,,184.2,130.3,105.9,84.6,67.9,52.8,37.1,22.5,11.0,53.9,24.4,21.3,16.7,15.1,15.7,14.6,11.5,11.0,2026.6.11,栗東,モーリス,アドマイヤリード,サンデーレーシング,
栗東,C,右,20260613,土,4:55,キャプテンシー,,牡,5,1600,松永幹夫,,,,,,,80.2,58.1,36.9,18.1,,,,,,22.1,21.2,18.8,18.1,2026.6.13,栗東,モーリス,アドマイヤリード,サンデーレーシング,
栗東,C,左,20260614,日,7:34,キャプテンシー,,牡,5,1600,松永幹夫,,156.0,135.4,114.1,93.3,74.0,56.2,39.5,24.9,11.9,20.6,21.3,20.8,19.3,17.8,16.7,14.6,13.0,11.9,2026.6.14,栗東,モーリス,アドマイヤリード,サンデーレーシング,
栗東,C,左,20260616,火,8:19,キャプテンシー,,牡,5,1600,松永幹夫,,,,,,103.1,68.3,47.1,29.5,14.4,,,,,34.8,21.2,17.6,15.1,14.4,2026.6.16,栗東,モーリス,アドマイヤリード,サンデーレーシング,
栗東,C,右,20260617,水,8:18,キャプテンシー,,牡,5,1600,松永幹夫,,148.5,125.2,102.9,83.0,67.7,53.7,38.4,23.5,11.4,23.3,22.3,19.9,15.3,14.0,15.3,14.9,12.1,11.4,2026.6.17,栗東,モーリス,アドマイヤリード,サンデーレーシング,
美浦,D,左,20260611,木,6:31,セイウンパシュート,,セ,6,900,上原博之,,,,,82.2,65.3,50.2,36.3,22.9,11.2,,,,16.9,15.1,13.9,13.4,11.7,11.2,2026.6.11,美浦,ハーツクライ,シーソルティキッス,西山茂行,
美浦,D,左,20260617,水,6:35,セイウンパシュート,,セ,6,900,上原博之,,,,,85.6,68.7,53.4,38.9,24.6,11.7,,,,16.9,15.3,14.5,14.3,12.9,11.7,2026.6.17,美浦,ハーツクライ,シーソルティキッス,西山茂行,
美浦,D,左,20260611,木,7:20,グランジョルノ,,牡,4,1430,高柳瑞樹,,,,,82.8,65.8,51.1,37.1,23.7,11.8,,,,17.0,14.7,14.0,13.4,11.9,11.8,2026.6.11,美浦,ゴールドドリーム,ヴィータアレグリア,キャロットファーム,
美浦,D,右,20260613,土,4:43,グランジョルノ,,牡,4,1430,高柳瑞樹,,,,,,,68.5,50.5,33.5,16.9,,,,,,18.0,17.0,16.6,16.9,2026.6.13,美浦,ゴールドドリーム,ヴィータアレグリア,キャロットファーム,
美浦,D,右,20260614,日,4:43,グランジョルノ,,牡,4,1430,高柳瑞樹,,,,,86.9,69.4,53.9,39.4,25.7,12.4,,,,17.5,15.5,14.5,13.7,13.3,12.4,2026.6.14,美浦,ゴールドドリーム,ヴィータアレグリア,キャロットファーム,
美浦,D,左,20260617,水,5:34,グランジョルノ,,牡,4,1430,高柳瑞樹,,,,,83.9,67.2,51.8,37.0,23.5,11.6,,,,16.7,15.4,14.8,13.5,11.9,11.6,2026.6.17,美浦,ゴールドドリーム,ヴィータアレグリア,キャロットファーム,
美浦,D,左,20260619,金,5:42,グランジョルノ,,牡,4,1430,高柳瑞樹,,,,,,,70.4,51.2,33.8,16.1,,,,,,19.2,17.4,17.7,16.1,2026.6.19,美浦,ゴールドドリーム,ヴィータアレグリア,キャロットファーム,
美浦,D,右,20260620,土,4:42,グランジョルノ,,牡,4,1430,高柳瑞樹,,,,,,,68.1,49.7,32.6,16.0,,,,,,18.4,17.1,16.6,16.0,2026.6.20,美浦,ゴールドドリーム,ヴィータアレグリア,キャロットファーム,
栗東,C,右,20260610,水,8:25,テーオーレガシー,,牡,6,900,宮徹,,143.8,123.3,102.7,84.1,67.5,51.6,36.3,23.0,11.5,20.5,20.6,18.6,16.6,15.9,15.3,13.3,11.5,11.5,2026.6.10,栗東,ダンカーク,ココモオレンジ,小笹公也,
栗東,C,左,20260614,日,4:46,テーオーレガシー,,牡,6,900,宮徹,,,,,,87.6,67.8,49.6,32.8,16.6,,,,,19.8,18.2,16.8,16.2,16.6,2026.6.14,栗東,ダンカーク,ココモオレンジ,小笹公也,
栗東,C,左,20260616,火,5:51,テーオーレガシー,,牡,6,900,宮徹,,174.5,153.4,132.2,111.8,92.9,73.4,53.4,34.6,17.0,21.1,21.2,20.4,18.9,19.5,20.0,18.8,17.6,17.0,2026.6.16,栗東,ダンカーク,ココモオレンジ,小笹公也,
栗東,C,右,20260617,水,5:52,テーオーレガシー,,牡,6,900,宮徹,,138.5,120.8,103.0,85.7,70.1,54.8,39.3,24.3,12.1,17.7,17.8,17.3,15.6,15.3,15.5,15.0,12.2,12.1,2026.6.17,栗東,ダンカーク,ココモオレンジ,小笹公也,
栗東,C,右,20260611,木,7:14,メイショウカゼマチ,,牡,6,2400,角田晃一,,,,,,156.3,79.0,51.8,31.7,15.5,,,,,77.3,27.2,20.1,16.2,15.5,2026.6.11,栗東,ミッキーアイル,メイショウマイカゼ,松本好隆,
栗東,C,右,20260611,木,7:19,メイショウカゼマチ,,牡,6,2400,角田晃一,,298.4,283.7,268.7,251.3,217.3,129.0,87.6,57.0,28.0,14.7,15.0,17.4,34.0,88.3,41.4,30.6,29.0,28.0,2026.6.11,栗東,ミッキーアイル,メイショウマイカゼ,松本好隆,
栗東,C,右,20260613,土,4:48,メイショウカゼマチ,,牡,6,2400,角田晃一,,,,,,999.9,84.2,55.8,34.3,16.2,,,,,99.9,28.4,21.5,18.1,16.2,2026.6.13,栗東,ミッキーアイル,メイショウマイカゼ,松本好隆,
栗東,C,左,20260614,日,4:42,メイショウカゼマチ,,牡,6,2400,角田晃一,,286.7,229.6,165.4,110.7,83.0,62.3,44.0,27.5,13.4,57.1,64.2,54.7,27.7,20.7,18.3,16.5,14.1,13.4,2026.6.14,栗東,ミッキーアイル,メイショウマイカゼ,松本好隆,
栗東,C,右,20260617,水,7:13,メイショウカゼマチ,,牡,6,2400,角田晃一,,,,,,,89.4,63.2,40.4,17.9,,,,,,26.2,22.8,22.5,17.9,2026.6.17,栗東,ミッキーアイル,メイショウマイカゼ,松本好隆,
美浦,D,右,20260609,火,8:15,ヒロピアーナ,,牡,6,400,石栗龍彦,,,,,,,121.9,83.1,54.5,28.9,,,,,,38.8,28.6,25.6,28.9,2026.6.9,美浦,リアルインパクト,ハルノアシオト,石川博,
美浦,D,右,20260609,火,8:18,ヒロピアーナ,,牡,6,400,石栗龍彦,221.5,196.1,161.9,137.1,114.3,92.5,70.7,50.7,32.9,15.9,34.2,24.8,22.8,21.8,21.8,20.0,17.8,17.0,15.9,2026.6.9,美浦,リアルインパクト,ハルノアシオト,石川博,
美浦,D,左,20260610,水,8:30,ヒロピアーナ,,牡,6,400,石栗龍彦,,,,,87.1,70.0,54.5,39.6,25.0,11.9,,,,17.1,15.5,14.9,14.6,13.1,11.9,2026.6.10,美浦,リアルインパクト,ハルノアシオト,石川博,
美浦,D,右,20260614,日,4:52,ヒロピアーナ,,牡,6,400,石栗龍彦,,,,,87.9,69.0,52.7,38.5,25.0,12.3,,,,18.9,16.3,14.2,13.5,12.7,12.3,2026.6.14,美浦,リアルインパクト,ハルノアシオト,石川博,
美浦,D,右,20260616,火,8:48,ヒロピアーナ,,牡,6,400,石栗龍彦,,,,,,,77.6,56.2,36.4,17.8,,,,,,21.4,19.8,18.6,17.8,2026.6.16,美浦,リアルインパクト,ハルノアシオト,石川博,
美浦,D,左,20260617,水,7:21,ヒロピアーナ,,牡,6,400,石栗龍彦,,,,,84.5,68.6,53.5,38.7,24.9,12.0,,,,15.9,15.1,14.8,13.8,12.9,12.0,2026.6.17,美浦,リアルインパクト,ハルノアシオト,石川博,
美浦,D,左,20260610,水,5:36,アップストローク,,セ,7,900,杉浦宏昭,,,,,89.6,69.4,53.5,38.6,24.5,11.6,,,,20.2,15.9,14.9,14.1,12.9,11.6,2026.6.10,美浦,ディーマジェスティ,エマソング,吉田照哉,
美浦,D,右,20260614,日,6:58,アップストローク,,セ,7,900,杉浦宏昭,,,,,,,56.4,41.1,26.5,13.0,,,,,,15.3,14.6,13.5,13.0,2026.6.14,美浦,ディーマジェスティ,エマソング,吉田照哉,
美浦,D,左,20260617,水,5:36,アップストローク,,セ,7,900,杉浦宏昭,,,,,83.5,67.6,52.4,37.6,23.8,11.3,,,,15.9,15.2,14.8,13.8,12.5,11.3,2026.6.17,美浦,ディーマジェスティ,エマソング,吉田照哉,
美浦,D,左,20260610,水,6:37,ブライトマン,,セ,5,400,蛯名正義,,,,,82.8,67.1,51.7,37.2,23.5,11.5,,,,15.7,15.4,14.5,13.7,12.0,11.5,2026.6.10,美浦,キズナ,キトゥンズダンプリングス,前田幸貴,
美浦,D,右,20260614,日,6:27,ブライトマン,,セ,5,400,蛯名正義,,,,,,,58.6,42.8,27.4,13.0,,,,,,15.8,15.4,14.4,13.0,2026.6.14,美浦,キズナ,キトゥンズダンプリングス,前田幸貴,
美浦,D,左,20260617,水,6:39,ブライトマン,,セ,5,400,蛯名正義,,,,,82.9,68.1,52.7,37.7,23.4,11.2,,,,14.8,15.4,15.0,14.3,12.2,11.2,2026.6.17,美浦,キズナ,キトゥンズダンプリングス,前田幸貴,
栗東,C,右,20260610,水,6:25,ダスク,,牡,6,1500,宮本博,,,,,89.1,71.6,55.5,40.2,25.4,12.5,,,,17.5,16.1,15.3,14.8,12.9,12.5,2026.6.10,栗東,シニスターミニスター,フォルクスオーパー,吉澤ホールディングス,
美浦,D,左,20260617,水,6:31,プレミアブルー,,牡,4,0,菊川正達,,,,,84.7,68.2,53.3,39.0,24.7,11.9,,,,16.5,14.9,14.3,14.3,12.8,11.9,2026.6.17,美浦,トーセンラー,ナイキアムール,蕭敬意,
美浦,D,左,20260611,木,6:36,アルシミスト,,セ,5,400,浅利英明,,,,,83.8,66.7,51.3,36.6,23.5,11.5,,,,17.1,15.4,14.7,13.1,12.0,11.5,2026.6.11,美浦,オルフェーヴル,ミセスワタナベ,キャロットファーム,
美浦,D,左,20260617,水,6:36,アルシミスト,,セ,5,400,浅利英明,,,,,85.4,67.7,51.7,37.4,24.0,11.6,,,,17.7,16.0,14.3,13.4,12.4,11.6,2026.6.17,美浦,オルフェーヴル,ミセスワタナベ,キャロットファーム,
美浦,D,左,20260610,水,8:29,デスティネ,,牡,9,3410,萱野浩二,,,,,85.7,69.1,53.6,38.9,24.8,12.0,,,,16.6,15.5,14.7,14.1,12.8,12.0,2026.6.10,美浦,リアルインパクト,スプリングドリュー,馬目勇,
美浦,D,左,20260617,水,7:26,デスティネ,,牡,9,3410,萱野浩二,,,,,83.5,67.1,51.9,37.6,24.1,11.8,,,,16.4,15.2,14.3,13.5,12.3,11.8,2026.6.17,美浦,リアルインパクト,スプリングドリュー,馬目勇,
美浦,D,左,20260610,水,6:30,ジャクソン,,牡,6,400,武市康男,,,,,82.2,65.9,51.3,36.9,23.5,11.6,,,,16.3,14.6,14.4,13.4,11.9,11.6,2026.6.10,美浦,サトノアラジン,プードルデコール,薪浦亨,
