場所,コース,回り,年月日,曜日,時刻,馬名,Ｃ,性別,年齢,収得賞金,調教師,10F,9F,8F,7F,6F,5F,4F,3F,2F,1F,Lap9,Lap8,Lap7,Lap6,Lap5,Lap4,Lap3,Lap2,Lap1,日付S,所属,種牡馬名,母名,現馬主名,馬番/仮番(出馬表モード時のみ)
美浦,D,左,20260617,水,5:30,ホウオウビリーヴ,,牡,2,0,木村哲也,,,,,83.0,67.2,52.5,37.9,23.5,11.1,,,,15.8,14.7,14.6,14.4,12.4,11.1,2026.6.17,美浦,インディチャンプ,ベルアリュール2,小笹芳央,
美浦,D,左,20260610,水,8:25,ノドゥス,,牡,2,0,斎藤誠,,,,,81.7,64.3,49.7,36.2,23.5,11.4,,,,17.4,14.6,13.5,12.7,12.1,11.4,2026.6.10,美浦,キズナ,ヒアトゥウィン,スリーエイチレーシング,
美浦,D,左,20260617,水,8:26,ノドゥス,,牡,2,0,斎藤誠,,,,,83.0,66.9,52.0,37.6,23.6,11.3,,,,16.1,14.9,14.4,14.0,12.3,11.3,2026.6.17,美浦,キズナ,ヒアトゥウィン,スリーエイチレーシング,
美浦,D,左,20260611,木,6:30,キャピタルストーン,,牡,2,0,久保田貴,,,,,83.5,67.9,52.4,37.7,23.6,11.1,,,,15.6,15.5,14.7,14.1,12.5,11.1,2026.6.11,美浦,サートゥルナーリア,エバーミランダ,宇田豊,
美浦,D,右,20260609,火,7:31,コスモシグナス,,牡,2,0,水野貴広,,,,,,,66.8,48.1,30.8,15.1,,,,,,18.7,17.3,15.7,15.1,2026.6.9,美浦,ダノンバラード,ホワイトウインド,ビッグレッドファーム,
美浦,D,左,20260610,水,8:31,コスモシグナス,,牡,2,0,水野貴広,,,,,86.6,67.8,52.1,37.5,23.6,11.6,,,,18.8,15.7,14.6,13.9,12.0,11.6,2026.6.10,美浦,ダノンバラード,ホワイトウインド,ビッグレッドファーム,
美浦,D,右,20260614,日,5:13,コスモシグナス,,牡,2,0,水野貴広,,,,,,,68.9,50.1,32.3,15.7,,,,,,18.8,17.8,16.6,15.7,2026.6.14,美浦,ダノンバラード,ホワイトウインド,ビッグレッドファーム,
美浦,D,右,20260616,火,7:33,コスモシグナス,,牡,2,0,水野貴広,,,,,,,67.9,49.1,31.3,14.8,,,,,,18.8,17.8,16.5,14.8,2026.6.16,美浦,ダノンバラード,ホワイトウインド,ビッグレッドファーム,
美浦,D,左,20260617,水,6:45,コスモシグナス,,牡,2,0,水野貴広,,,,,81.8,65.1,50.7,36.9,23.9,11.8,,,,16.7,14.4,13.8,13.0,12.1,11.8,2026.6.17,美浦,ダノンバラード,ホワイトウインド,ビッグレッドファーム,
美浦,D,左,20260619,金,5:40,コスモシグナス,,牡,2,0,水野貴広,,,,,,,66.6,48.2,30.4,14.9,,,,,,18.4,17.8,15.5,14.9,2026.6.19,美浦,ダノンバラード,ホワイトウインド,ビッグレッドファーム,
栗東,C,右,20260611,木,7:27,レイデアルマス,,牡,2,0,杉山佳明,,,,,86.2,69.6,54.1,38.2,23.5,11.6,,,,16.6,15.5,15.9,14.7,11.9,11.6,2026.6.11,栗東,ドレフォン,タッチングスピーチ,サンデーレーシング,
美浦,D,左,20260617,水,5:49,アヴィアトーレ,,牡,2,400,田島俊明,,,,,81.0,65.1,50.8,36.5,23.2,11.3,,,,15.9,14.3,14.3,13.3,11.9,11.3,2026.6.17,美浦,シスキン,ジェラテリアバール,社台レースホース,
美浦,D,左,20260610,水,5:35,ラガリーガ,,牡,2,0,手塚貴久,,,,,84.8,66.8,51.0,36.8,23.2,11.2,,,,18.0,15.8,14.2,13.6,12.0,11.2,2026.6.10,美浦,キズナ,ラサルダン,キャロットファーム,
美浦,D,左,20260617,水,5:33,ラガリーガ,,牡,2,0,手塚貴久,,,,,83.4,68.0,53.1,38.0,23.7,11.2,,,,15.4,14.9,15.1,14.3,12.5,11.2,2026.6.17,美浦,キズナ,ラサルダン,キャロットファーム,
美浦,D,左,20260610,水,5:39,ニシノツムジカゼ,,牡,2,0,西田雄一,,,,,84.5,67.3,52.2,37.7,24.2,11.9,,,,17.2,15.1,14.5,13.5,12.3,11.9,2026.6.10,美浦,マジェスティックウォリアー,アースラブーム,西山茂行,
美浦,D,左,20260617,水,5:39,ニシノツムジカゼ,,牡,2,0,西田雄一,,,,,83.3,67.2,52.4,38.0,24.1,11.5,,,,16.1,14.8,14.4,13.9,12.6,11.5,2026.6.17,美浦,マジェスティックウォリアー,アースラブーム,西山茂行,
美浦,D,左,20260610,水,8:24,マイネルアルディ,,牡,2,0,菊川正達,,,,,88.0,70.2,53.6,38.6,24.4,11.7,,,,17.8,16.6,15.0,14.2,12.7,11.7,2026.6.10,美浦,ブリックスアンドモルタル,キューンハイト,サラブレッドクラブ・ラフィアン,
美浦,D,左,20260617,水,8:23,マイネルアルディ,,牡,2,0,菊川正達,,,,,84.1,68.8,54.2,39.5,25.0,12.1,,,,15.3,14.6,14.7,14.5,12.9,12.1,2026.6.17,美浦,ブリックスアンドモルタル,キューンハイト,サラブレッドクラブ・ラフィアン,
美浦,D,左,20260610,水,7:48,マイネルリコルディ,,牡,2,0,青木孝文,,,,,82.5,66.3,51.9,38.0,24.2,11.5,,,,16.2,14.4,13.9,13.8,12.7,11.5,2026.6.10,美浦,ゴールドシップ,ヘリンヌリング,サラブレッドクラブ・ラフィアン,
美浦,D,右,20260614,日,6:03,マイネルリコルディ,,牡,2,0,青木孝文,,,,,89.0,72.7,57.5,42.3,27.7,13.6,,,,16.3,15.2,15.2,14.6,14.1,13.6,2026.6.14,美浦,ゴールドシップ,ヘリンヌリング,サラブレッドクラブ・ラフィアン,
美浦,D,左,20260617,水,5:43,マイネルリコルディ,,牡,2,0,青木孝文,,,,,82.4,66.1,50.8,36.4,23.2,11.5,,,,16.3,15.3,14.4,13.2,11.7,11.5,2026.6.17,美浦,ゴールドシップ,ヘリンヌリング,サラブレッドクラブ・ラフィアン,
美浦,D,左,20260611,木,5:44,ダノンコレクト,,牡,2,0,森一誠,,,,,83.6,66.4,50.9,36.4,23.2,11.3,,,,17.2,15.5,14.5,13.2,11.9,11.3,2026.6.11,美浦,ダノンスマッシュ,ダノングレース,ダノックス,
美浦,D,左,20260610,水,7:16,ウインテラジーナ,,牝,3,0,栗田徹,,,,,84.6,67.7,52.8,37.8,23.9,11.8,,,,16.9,14.9,15.0,13.9,12.1,11.8,2026.6.10,美浦,ウインブライト,ウインジェルベーラ,ウイン,
美浦,D,左,20260611,木,7:27,ロックユアライフ,,牝,3,0,田中博康,,,,,84.0,67.2,52.1,38.0,24.0,11.4,,,,16.8,15.1,14.1,14.0,12.6,11.4,2026.6.11,美浦,サートゥルナーリア,レネーズタイタン,NICKS,
美浦,D,左,20260617,水,8:48,ロックユアライフ,,牝,3,0,田中博康,,,,,83.8,66.7,51.3,37.3,24.0,11.4,,,,17.1,15.4,14.0,13.3,12.6,11.4,2026.6.17,美浦,サートゥルナーリア,レネーズタイタン,NICKS,
美浦,D,右,20260609,火,7:33,ブラーヴジャン,,牡,3,0,和田勇介,199.4,155.7,132.5,111.5,95.9,80.2,64.1,47.2,31.1,15.7,23.2,21.0,15.6,15.7,16.1,16.9,16.1,15.4,15.7,2026.6.9,美浦,ダノンプレミアム,クイーンオブハルカ,吉田智,
美浦,D,左,20260610,水,5:45,ブラーヴジャン,,牡,3,0,和田勇介,,,,,86.6,68.9,53.7,38.2,24.0,11.4,,,,17.7,15.2,15.5,14.2,12.6,11.4,2026.6.10,美浦,ダノンプレミアム,クイーンオブハルカ,吉田智,
美浦,D,左,20260612,金,7:20,ブラーヴジャン,,牡,3,0,和田勇介,,,,,100.6,83.3,66.6,49.3,32.2,16.3,,,,17.3,16.7,17.3,17.1,15.9,16.3,2026.6.12,美浦,ダノンプレミアム,クイーンオブハルカ,吉田智,
美浦,D,右,20260613,土,8:50,ブラーヴジャン,,牡,3,0,和田勇介,176.4,154.4,135.1,115.8,98.1,81.8,64.8,48.1,31.8,15.9,19.3,19.3,17.7,16.3,17.0,16.7,16.3,15.9,15.9,2026.6.13,美浦,ダノンプレミアム,クイーンオブハルカ,吉田智,
美浦,D,左,20260619,金,5:44,ブラーヴジャン,,牡,3,0,和田勇介,,,,,,,70.0,51.3,33.5,16.7,,,,,,18.7,17.8,16.8,16.7,2026.6.19,美浦,ダノンプレミアム,クイーンオブハルカ,吉田智,
美浦,D,左,20260611,木,7:16,ヴィクトリーマンボ,,牝,3,0,大竹正博,,,,,78.9,63.9,49.3,35.1,22.6,11.3,,,,15.0,14.6,14.2,12.5,11.3,11.3,2026.6.11,美浦,ロードカナロア,イリリア,中村昭博,
美浦,D,左,20260617,水,8:23,ヴィクトリーマンボ,,牝,3,0,大竹正博,,,,,85.5,69.5,52.9,37.8,24.1,11.9,,,,16.0,16.6,15.1,13.7,12.2,11.9,2026.6.17,美浦,ロードカナロア,イリリア,中村昭博,
美浦,D,左,20260610,水,7:38,フィレルレーヴ,,牝,3,0,竹内正洋,,,,,83.8,67.5,52.7,37.9,24.4,12.1,,,,16.3,14.8,14.8,13.5,12.3,12.1,2026.6.10,美浦,ドレフォン,ルトロヴァイユ,古川一弘,
美浦,D,右,20260614,日,6:39,フィレルレーヴ,,牝,3,0,竹内正洋,,,,,86.9,69.6,54.5,39.4,24.6,11.7,,,,17.3,15.1,15.1,14.8,12.9,11.7,2026.6.14,美浦,ドレフォン,ルトロヴァイユ,古川一弘,
美浦,D,左,20260617,水,7:36,フィレルレーヴ,,牝,3,0,竹内正洋,,,,,87.9,68.6,53.2,38.4,25.0,12.5,,,,19.3,15.4,14.8,13.4,12.5,12.5,2026.6.17,美浦,ドレフォン,ルトロヴァイユ,古川一弘,
美浦,D,右,20260614,日,7:28,ダノンアスコルティ,,牝,3,400,大竹正博,,,,,83.4,67.0,52.7,38.1,23.4,11.3,,,,16.4,14.3,14.6,14.7,12.1,11.3,2026.6.14,美浦,キタサンブラック,アスコルティ,ダノックス,
美浦,D,左,20260610,水,5:45,ニシノカルラ,,牡,3,0,和田勇介,,,,,84.6,68.6,53.4,38.7,25.3,12.4,,,,16.0,15.2,14.7,13.4,12.9,12.4,2026.6.10,美浦,ヴァンゴッホ,ニシノカグラ,西山茂行,
美浦,D,左,20260612,金,5:49,ニシノカルラ,,牡,3,0,和田勇介,,,,,,,72.1,52.7,34.2,17.0,,,,,,19.4,18.5,17.2,17.0,2026.6.12,美浦,ヴァンゴッホ,ニシノカグラ,西山茂行,
美浦,D,右,20260614,日,6:00,ニシノカルラ,,牡,3,0,和田勇介,,,,,82.0,66.0,51.1,36.9,23.6,11.5,,,,16.0,14.9,14.2,13.3,12.1,11.5,2026.6.14,美浦,ヴァンゴッホ,ニシノカグラ,西山茂行,
美浦,D,左,20260617,水,5:44,ニシノカルラ,,牡,3,0,和田勇介,,,,,84.8,68.8,53.5,38.6,24.4,11.6,,,,16.0,15.3,14.9,14.2,12.8,11.6,2026.6.17,美浦,ヴァンゴッホ,ニシノカグラ,西山茂行,
美浦,D,左,20260617,水,7:19,ヘクトルテソーロ,,牡,3,0,畠山吉宏,,,,,84.8,69.5,53.8,38.3,23.9,11.6,,,,15.3,15.7,15.5,14.4,12.3,11.6,2026.6.17,美浦,シルバーステート,ロマンテソーロ,了徳寺健二ホールディングス,
美浦,D,左,20260611,木,5:31,エヴァンスベイ,,牝,3,0,宮田敬介,,,,,84.6,67.2,51.6,36.9,23.5,11.3,,,,17.4,15.6,14.7,13.4,12.2,11.3,2026.6.11,美浦,イスラボニータ,エヴァディングタンペット,社台レースホース,
美浦,D,左,20260617,水,6:39,エヴァンスベイ,,牝,3,0,宮田敬介,,,,,83.0,66.4,51.5,37.7,24.0,11.4,,,,16.6,14.9,13.8,13.7,12.6,11.4,2026.6.17,美浦,イスラボニータ,エヴァディングタンペット,社台レースホース,
美浦,D,左,20260611,木,8:17,スカイリッチ,,牡,3,0,小笠倫弘,,,,,84.5,67.0,51.7,37.2,23.9,11.6,,,,17.5,15.3,14.5,13.3,12.3,11.6,2026.6.11,美浦,ハービンジャー,セウアズール,宇田豊,
美浦,D,左,20260610,水,5:51,ウインドオブヘヴン,,牡,3,0,戸田博文,,,,,86.7,68.6,52.8,38.0,24.3,11.9,,,,18.1,15.8,14.8,13.7,12.4,11.9,2026.6.10,美浦,ロードカナロア,キストゥヘヴン,DMMドリームクラブ,
美浦,D,左,20260617,水,5:44,ウインドオブヘヴン,,牡,3,0,戸田博文,,,,,88.9,70.0,53.4,38.1,24.4,12.0,,,,18.9,16.6,15.3,13.7,12.4,12.0,2026.6.17,美浦,ロードカナロア,キストゥヘヴン,DMMドリームクラブ,
美浦,D,左,20260617,水,5:51,スチールギターラグ,,牝,3,0,鹿戸雄一,,,,,83.1,67.1,51.8,37.7,24.2,11.9,,,,16.0,15.3,14.1,13.5,12.3,11.9,2026.6.17,美浦,エピファネイア,サウンドオブハート,タイヘイ牧場,
美浦,D,左,20260611,木,6:38,シャルムグリーン,,牡,3,0,相沢郁,,,,,83.0,66.0,50.5,36.5,23.5,11.6,,,,17.0,15.5,14.0,13.0,11.9,11.6,2026.6.11,美浦,スワーヴリチャード,ファータグリーン,斎藤洋子,
美浦,D,右,20260614,日,4:31,シャルムグリーン,,牡,3,0,相沢郁,,,,,90.4,70.6,53.0,37.4,23.3,11.1,,,,19.8,17.6,15.6,14.1,12.2,11.1,2026.6.14,美浦,スワーヴリチャード,ファータグリーン,斎藤洋子,
美浦,D,左,20260617,水,7:46,シャルムグリーン,,牡,3,0,相沢郁,,,,,85.3,67.7,51.9,37.1,23.6,11.3,,,,17.6,15.8,14.8,13.5,12.3,11.3,2026.6.17,美浦,スワーヴリチャード,ファータグリーン,斎藤洋子,
美浦,D,左,20260611,木,6:27,ローズブーケ,,牝,3,400,鈴木伸尋,,,,,83.3,67.2,52.0,37.5,23.8,11.5,,,,16.1,15.2,14.5,13.7,12.3,11.5,2026.6.11,美浦,アジアエクスプレス,ドンプリムローズ,ターフ・スポート,
美浦,D,左,20260617,水,6:32,ローズブーケ,,牝,3,400,鈴木伸尋,,,,,85.6,68.3,53.0,38.0,23.9,11.5,,,,17.3,15.3,15.0,14.1,12.4,11.5,2026.6.17,美浦,アジアエクスプレス,ドンプリムローズ,ターフ・スポート,
美浦,D,右,20260609,火,8:35,ラルガメンテ,,牝,4,400,尾関知人,,,,,,,75.6,55.2,36.0,17.7,,,,,,20.4,19.2,18.3,17.7,2026.6.9,美浦,ドゥラメンテ,メジロツボネ,シルクレーシング,
美浦,D,左,20260611,木,7:17,ラルガメンテ,,牝,4,400,尾関知人,,,,,82.0,66.0,51.2,36.7,23.4,11.5,,,,16.0,14.8,14.5,13.3,11.9,11.5,2026.6.11,美浦,ドゥラメンテ,メジロツボネ,シルクレーシング,
美浦,D,右,20260613,土,4:43,ラルガメンテ,,牝,4,400,尾関知人,,,,,,,78.8,57.6,37.7,18.1,,,,,,21.2,19.9,19.6,18.1,2026.6.13,美浦,ドゥラメンテ,メジロツボネ,シルクレーシング,
美浦,D,左,20260617,水,5:32,ラルガメンテ,,牝,4,400,尾関知人,,,,,83.7,66.1,50.9,37.1,23.5,11.3,,,,17.6,15.2,13.8,13.6,12.2,11.3,2026.6.17,美浦,ドゥラメンテ,メジロツボネ,シルクレーシング,
美浦,D,左,20260610,水,6:30,カサビセンス,,牝,4,140,新開幸一,,,,,88.2,71.3,56.2,40.9,26.5,13.0,,,,16.9,15.1,15.3,14.4,13.5,13.0,2026.6.10,美浦,ブリックスアンドモルタル,サボールアトリウンフォ,吉田照哉,
美浦,D,左,20260618,木,6:27,カサビセンス,,牝,4,140,新開幸一,,,,,86.0,68.9,54.3,39.9,25.9,12.7,,,,17.1,14.6,14.4,14.0,13.2,12.7,2026.6.18,美浦,ブリックスアンドモルタル,サボールアトリウンフォ,吉田照哉,
美浦,D,右,20260609,火,8:38,テルケンユミクイン,,牝,4,400,田島俊明,,,,,,,73.9,53.2,34.8,17.2,,,,,,20.7,18.4,17.6,17.2,2026.6.9,美浦,アルアイン,コージーロージー,桑田照夫,
美浦,D,左,20260610,水,6:41,テルケンユミクイン,,牝,4,400,田島俊明,,,,,82.1,66.3,51.4,36.9,23.6,11.6,,,,15.8,14.9,14.5,13.3,12.0,11.6,2026.6.10,美浦,アルアイン,コージーロージー,桑田照夫,
美浦,D,右,20260613,土,6:23,テルケンユミクイン,,牝,4,400,田島俊明,,,,,,,72.9,52.2,33.9,16.6,,,,,,20.7,18.3,17.3,16.6,2026.6.13,美浦,アルアイン,コージーロージー,桑田照夫,
美浦,D,右,20260614,日,6:25,テルケンユミクイン,,牝,4,400,田島俊明,,,,,,,73.2,53.0,34.2,16.6,,,,,,20.2,18.8,17.6,16.6,2026.6.14,美浦,アルアイン,コージーロージー,桑田照夫,
美浦,D,右,20260616,火,7:12,テルケンユミクイン,,牝,4,400,田島俊明,,,,,,,74.2,53.6,34.6,16.9,,,,,,20.6,19.0,17.7,16.9,2026.6.16,美浦,アルアイン,コージーロージー,桑田照夫,
美浦,D,左,20260617,水,5:48,テルケンユミクイン,,牝,4,400,田島俊明,,,,,85.9,68.4,52.5,37.6,23.4,10.9,,,,17.5,15.9,14.9,14.2,12.5,10.9,2026.6.17,美浦,アルアイン,コージーロージー,桑田照夫,
美浦,D,左,20260619,金,7:20,テルケンユミクイン,,牝,4,400,田島俊明,,,,,,,72.7,52.6,33.9,15.8,,,,,,20.1,18.7,18.1,15.8,2026.6.19,美浦,アルアイン,コージーロージー,桑田照夫,
美浦,D,右,20260614,日,5:02,ディペンダブル,,牝,4,400,菊沢隆徳,,,,,85.7,69.3,53.9,39.0,24.9,12.1,,,,16.4,15.4,14.9,14.1,12.8,12.1,2026.6.14,美浦,ナダル,アルアマーナ,G1レーシング,
美浦,D,左,20260619,金,5:40,ディペンダブル,,牝,4,400,菊沢隆徳,,,,,,,64.8,46.6,30.0,14.4,,,,,,18.2,16.6,15.6,14.4,2026.6.19,美浦,ナダル,アルアマーナ,G1レーシング,
美浦,D,左,20260610,水,8:27,ブルーサーマル,,牝,3,400,池上昌和,,,,,87.7,68.1,52.1,37.7,24.5,12.2,,,,19.6,16.0,14.4,13.2,12.3,12.2,2026.6.10,美浦,アメリカンペイトリオット,エアショウ,ゴドルフィン,
美浦,D,左,20260617,水,8:25,ブルーサーマル,,牝,3,400,池上昌和,,,,,86.1,67.8,52.5,38.1,24.6,12.0,,,,18.3,15.3,14.4,13.5,12.6,12.0,2026.6.17,美浦,アメリカンペイトリオット,エアショウ,ゴドルフィン,
美浦,D,左,20260617,水,6:30,ファンシーズ,,牝,3,900,尾形和幸,,,,,85.1,69.0,54.1,38.8,24.1,11.5,,,,16.1,14.9,15.3,14.7,12.6,11.5,2026.6.17,美浦,ルヴァンスレーヴ,タイセイブランシュ,ローレルレーシング,
美浦,D,左,20260610,水,6:32,クラリネットソナタ,,牝,4,400,柄崎将寿,,,,,82.1,66.5,51.7,37.9,24.6,11.9,,,,15.6,14.8,13.8,13.3,12.7,11.9,2026.6.10,美浦,ナダル,レニーズゴットジップ,社台レースホース,
美浦,D,左,20260617,水,5:55,クラリネットソナタ,,牝,4,400,柄崎将寿,,,,,84.4,67.8,52.3,37.8,24.0,11.4,,,,16.6,15.5,14.5,13.8,12.6,11.4,2026.6.17,美浦,ナダル,レニーズゴットジップ,社台レースホース,
美浦,D,左,20260617,水,7:50,リケアマカロニ,,牝,3,400,小野次郎,,,,,87.4,70.6,55.3,39.4,24.7,11.6,,,,16.8,15.3,15.9,14.7,13.1,11.6,2026.6.17,美浦,ニューイヤーズデイ,ヴァバーウエン,稲場澄,
美浦,D,左,20260610,水,5:31,ルージュミレネール,,牝,4,400,古賀慎明,,,,,82.9,66.1,51.4,36.7,23.6,11.4,,,,16.8,14.7,14.7,13.1,12.2,11.4,2026.6.10,美浦,スワーヴリチャード,タイムハンドラー,東京ホースレーシング,
美浦,D,左,20260617,水,5:31,ルージュミレネール,,牝,4,400,古賀慎明,,,,,81.9,65.0,50.7,36.5,23.1,11.4,,,,16.9,14.3,14.2,13.4,11.7,11.4,2026.6.17,美浦,スワーヴリチャード,タイムハンドラー,東京ホースレーシング,
美浦,D,左,20260610,水,8:23,エイミームーン,,牝,4,400,矢野英一,,,,,85.6,69.2,53.0,37.6,23.4,11.4,,,,16.4,16.2,15.4,14.2,12.0,11.4,2026.6.10,美浦,ポアゾンブラック,ジョジョニー,高岡浩行,
美浦,D,右,20260609,火,8:14,ポッドロルフ,,牡,4,400,小野次郎,191.5,170.2,149.7,129.9,110.8,92.6,73.8,54.5,35.7,17.5,20.5,19.8,19.1,18.2,18.8,19.3,18.8,18.2,17.5,2026.6.9,美浦,モズアスコット,グリエルマ,小川眞査雄,
美浦,D,左,20260611,木,5:47,ポッドロルフ,,牡,4,400,小野次郎,194.5,170.4,149.9,129.4,110.0,91.1,72.1,53.3,34.9,17.1,20.5,20.5,19.4,18.9,19.0,18.8,18.4,17.8,17.1,2026.6.11,美浦,モズアスコット,グリエルマ,小川眞査雄,
美浦,D,右,20260613,土,4:48,ポッドロルフ,,牡,4,400,小野次郎,189.4,167.3,146.8,126.1,106.1,87.1,68.4,50.4,33.0,16.3,20.5,20.7,20.0,19.0,18.7,18.0,17.4,16.7,16.3,2026.6.13,美浦,モズアスコット,グリエルマ,小川眞査雄,
美浦,D,左,20260617,水,7:50,ポッドロルフ,,牡,4,400,小野次郎,,,,,83.8,66.6,52.2,37.0,23.3,11.5,,,,17.2,14.4,15.2,13.7,11.8,11.5,2026.6.17,美浦,モズアスコット,グリエルマ,小川眞査雄,
美浦,D,左,20260617,水,7:46,スワローシチー,,牡,4,400,相沢郁,,,,,86.0,68.2,52.4,37.7,24.0,11.5,,,,17.8,15.8,14.7,13.7,12.5,11.5,2026.6.17,美浦,ミッキースワロー,スコルピオンキッス,友駿ホースクラブ,
美浦,D,左,20260610,水,7:41,ラベルセーヌ,,牝,3,900,鹿戸雄一,,,,,85.6,69.6,53.9,38.8,24.3,11.4,,,,16.0,15.7,15.1,14.5,12.9,11.4,2026.6.10,美浦,キズナ,ラフォルス,サンデーレーシング,
美浦,D,左,20260617,水,7:43,ラベルセーヌ,,牝,3,900,鹿戸雄一,,,,,84.7,67.9,52.4,37.7,23.7,11.4,,,,16.8,15.5,14.7,14.0,12.3,11.4,2026.6.17,美浦,キズナ,ラフォルス,サンデーレーシング,
美浦,D,左,20260610,水,9:21,スターチスブーケ,,牝,5,400,田中勝春,,,,,89.1,71.6,55.6,40.0,25.6,12.4,,,,17.5,16.0,15.6,14.4,13.2,12.4,2026.6.10,美浦,"Practical Joke","Sovereign Halo",ノルマンディーサラブレッドレーシング,
美浦,D,右,20260613,土,8:02,スターチスブーケ,,牝,5,400,田中勝春,,,,,86.7,69.3,54.2,39.9,25.6,12.2,,,,17.4,15.1,14.3,14.3,13.4,12.2,2026.6.13,美浦,"Practical Joke","Sovereign Halo",ノルマンディーサラブレッドレーシング,
美浦,D,左,20260617,水,6:35,スターチスブーケ,,牝,5,400,田中勝春,,,,,86.5,69.0,53.9,39.2,24.8,11.8,,,,17.5,15.1,14.7,14.4,13.0,11.8,2026.6.17,美浦,"Practical Joke","Sovereign Halo",ノルマンディーサラブレッドレーシング,
美浦,D,左,20260610,水,8:23,アトリウムチャペル,,牝,5,400,浅利英明,,,,,85.0,67.9,53.2,38.5,24.7,12.2,,,,17.1,14.7,14.7,13.8,12.5,12.2,2026.6.10,美浦,ドレフォン,ジュリエットベール,社台レースホース,
美浦,D,左,20260617,水,6:36,アトリウムチャペル,,牝,5,400,浅利英明,,,,,84.9,68.0,52.9,38.2,24.6,12.1,,,,16.9,15.1,14.7,13.6,12.5,12.1,2026.6.17,美浦,ドレフォン,ジュリエットベール,社台レースホース,
美浦,D,左,20260610,水,5:28,ライネリーベ,,牝,4,400,木村哲也,152.6,131.8,114.4,97.2,81.4,66.8,52.3,37.4,23.9,11.7,17.4,17.2,15.8,14.6,14.5,14.9,13.5,12.2,11.7,2026.6.10,美浦,サトノダイヤモンド,ロスヴァイセ,DMMドリームクラブ,
美浦,D,左,20260617,水,5:30,ライネリーベ,,牝,4,400,木村哲也,,,,,82.7,66.9,52.3,37.8,23.5,11.2,,,,15.8,14.6,14.5,14.3,12.3,11.2,2026.6.17,美浦,サトノダイヤモンド,ロスヴァイセ,DMMドリームクラブ,
美浦,D,左,20260610,水,5:29,スマイルカーブ,,牝,3,400,小手川準,,,,,84.0,67.1,52.2,37.5,24.2,11.7,,,,16.9,14.9,14.7,13.3,12.5,11.7,2026.6.10,美浦,キズナ,スマイルミーティア,保坂和孝,
美浦,D,右,20260613,土,7:36,スマイルカーブ,,牝,3,400,小手川準,,,,,,,65.8,47.8,30.8,14.9,,,,,,18.0,17.0,15.9,14.9,2026.6.13,美浦,キズナ,スマイルミーティア,保坂和孝,
美浦,D,左,20260617,水,9:18,スマイルカーブ,,牝,3,400,小手川準,,,,,84.9,67.1,51.7,37.4,23.6,11.1,,,,17.8,15.4,14.3,13.8,12.5,11.1,2026.6.17,美浦,キズナ,スマイルミーティア,保坂和孝,
美浦,D,左,20260612,金,5:40,マニス,,牝,4,400,畠山吉宏,,,,,84.4,68.5,53.7,39.2,25.4,12.2,,,,15.9,14.8,14.5,13.8,13.2,12.2,2026.6.12,美浦,グレーターロンドン,クリスマスローズ,ビッグレッドファーム,
美浦,D,左,20260617,水,7:19,マニス,,牝,4,400,畠山吉宏,,,,,86.1,70.4,54.4,38.8,24.4,11.8,,,,15.7,16.0,15.6,14.4,12.6,11.8,2026.6.17,美浦,グレーターロンドン,クリスマスローズ,ビッグレッドファーム,
美浦,D,左,20260611,木,5:28,サンデースマッシュ,,牡,3,400,嘉藤貴行,164.7,142.3,121.9,101.5,82.2,66.0,50.9,36.5,23.3,11.3,20.4,20.4,19.3,16.2,15.1,14.4,13.2,12.0,11.3,2026.6.11,美浦,ダノンスマッシュ,サンデースマイル2,シルクレーシング,
美浦,D,右,20260614,日,4:30,サンデースマッシュ,,牡,3,400,嘉藤貴行,,,,,89.8,71.5,54.8,40.0,25.5,12.0,,,,18.3,16.7,14.8,14.5,13.5,12.0,2026.6.14,美浦,ダノンスマッシュ,サンデースマイル2,シルクレーシング,
美浦,D,左,20260617,水,5:30,サンデースマッシュ,,牡,3,400,嘉藤貴行,,,,,81.4,65.5,51.1,37.1,23.6,11.3,,,,15.9,14.4,14.0,13.5,12.3,11.3,2026.6.17,美浦,ダノンスマッシュ,サンデースマイル2,シルクレーシング,
美浦,D,左,20260611,木,5:45,タイセイアストロ,,牡,3,400,森一誠,,,,,80.3,65.5,51.1,36.7,23.2,11.2,,,,14.8,14.4,14.4,13.5,12.0,11.2,2026.6.11,美浦,ミッキーアイル,ネオイリュージョン,田中成奉,
美浦,D,左,20260610,水,5:31,フェーダーローター,,牝,3,400,天間昭一,,,,,84.9,66.4,50.8,37.1,23.9,11.6,,,,18.5,15.6,13.7,13.2,12.3,11.6,2026.6.10,美浦,ベンバトル,リープフラウミルヒ,サラブレッドクラブ・ラフィアン,
美浦,D,右,20260614,日,5:15,フェーダーローター,,牝,3,400,天間昭一,,,,,109.1,89.3,70.9,52.6,34.1,16.8,,,,19.8,18.4,18.3,18.5,17.3,16.8,2026.6.14,美浦,ベンバトル,リープフラウミルヒ,サラブレッドクラブ・ラフィアン,
美浦,D,左,20260617,水,5:32,フェーダーローター,,牝,3,400,天間昭一,,,,,89.1,70.9,54.8,40.3,25.8,12.5,,,,18.2,16.1,14.5,14.5,13.3,12.5,2026.6.17,美浦,ベンバトル,リープフラウミルヒ,サラブレッドクラブ・ラフィアン,
